work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,Executive Level,Full-Time,Head of Data,348516,United States,On-site,United States,M
2025,Executive Level,Full-Time,Head of Data,232344,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,145400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,81600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,160000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Engineer,140000,United States,Remote,United States,M
2025,Senior Level,Full-Time,AI Product Lead,175000,United States,Remote,United States,M
2025,Senior Level,Full-Time,AI Product Lead,152900,United States,Remote,United States,M
2025,Senior Level,Full-Time,AI Engineer,97900,United States,Remote,United States,M
2025,Senior Level,Full-Time,AI Engineer,89900,United States,Remote,United States,M
2025,Senior Level,Full-Time,Business Intelligence Engineer,180500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Business Intelligence Engineer,113000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,230000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,121000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Computer Vision Engineer,250000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Computer Vision Engineer,220000,United States,On-site,United States,M
2025,Mid Level,Full-Time,AI Engineer,200000,United States,On-site,United States,M
2025,Mid Level,Full-Time,AI Engineer,145000,United States,On-site,United States,M
2025,Mid Level,Full-Time,AI Engineer,265000,United States,Remote,United States,M
2025,Mid Level,Full-Time,AI Engineer,175000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Data Management,219800,United States,Remote,United States,M
2025,Executive Level,Full-Time,Data Management,179500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Product Manager,207000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Product Manager,144200,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,200000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,106200,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,195300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,149000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,183300,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Engineer,117000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,213850,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,136800,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,146550,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,101200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,200700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,175800,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Engineer,275000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Engineer,195000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,155000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,93000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,215000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,140000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,110000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,223000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,191000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,210000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,106200,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,350000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,300000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,150250,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,120000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,175000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,130000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,331200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,163000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,240000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,200000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,140000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,117000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,170000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,153738,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,107617,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,235400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,213146,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,166000,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Scientist,103000,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Scientist,217000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,127000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,335720,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,163064,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,110000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,85000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,75000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,65250,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,120000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,100000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,142000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,99336,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,115350,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,88300,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,166700,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,101100,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,136800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,79500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,183000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,125000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,112003,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,81456,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,239000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,196000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,266000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,218000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,212000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,174000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,170000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,48000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,119681,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,72534,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,218500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,105000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,162800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,97700,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,62000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,44000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,64480,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,50162,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,115500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,98175,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,232000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,129000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,146100,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,91500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Computational Scientist,174200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Computational Scientist,109000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,85000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,70000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Scientist,308000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Scientist,224000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Scientist,269500,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,AI Scientist,196000,Canada,On-site,Canada,M
2025,Entry Level,Full-Time,DataOps Engineer,77722,Netherlands,On-site,Netherlands,M
2025,Mid Level,Full-Time,Prompt Engineer,145400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Prompt Engineer,81600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,203200,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,162600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Manager,293000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,213000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,215000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,185000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Engineer,174980,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Governance Engineer,94220,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Analytics Engineer,126000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,119000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,300000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,150000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Governance Specialist,142000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Governance Specialist,86000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Backend Engineer,278250,United States,On-site,United States,M
2025,Senior Level,Full-Time,Backend Engineer,159000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,255000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,204000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,205000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,165000,United States,On-site,United States,M
2025,Senior Level,Full-Time,DevOps Engineer,220000,United States,Remote,United States,M
2025,Senior Level,Full-Time,DevOps Engineer,210000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,200200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,178360,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,290180,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,286859,United States,On-site,United States,M
2025,Senior Level,Full-Time,Systems Engineer,164000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Systems Engineer,111000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Tech Lead,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Tech Lead,139000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,181000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,126000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,244000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,166000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Engineer,133750,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Engineer,95500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,234600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,170200,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,340000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,286000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,215400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,100600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Systems Engineer,138000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Systems Engineer,106500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,220500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,196000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Systems Engineer,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Systems Engineer,150000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Analyst,74551,France,On-site,France,M
2025,Mid Level,Full-Time,Engineer,88607,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Engineer,69620,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Associate,132000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Associate,82500,Canada,On-site,Canada,M
2025,Executive Level,Full-Time,Analyst,185000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Analyst,143000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Associate,72700,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,55700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,200000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,175000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,304200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,139900,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,372000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,248000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,170000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,112500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,164000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,111000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,229000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,156000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Engineer,90000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Engineer,54000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Engineer,94120,United States,On-site,United States,M
2025,Entry Level,Full-Time,Engineer,90500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,69000,Canada,Remote,Canada,M
2025,Mid Level,Full-Time,Analyst,58000,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Product Analyst,175000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Product Analyst,160000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Analyst,90000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,70000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,294667,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,235733,United States,On-site,United States,M
2025,Entry Level,Full-Time,Researcher,215400,United States,On-site,United States,M
2025,Entry Level,Full-Time,Researcher,100600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,185000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,160000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,258500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,188000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,106136,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,70087,United States,On-site,United States,M
2025,Senior Level,Full-Time,Executive,160000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Executive,120000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,169700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,93300,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,300000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,203500,United States,On-site,United States,M
2025,Senior Level,Full-Time,DevOps Engineer,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,DevOps Engineer,137510,United States,On-site,United States,M
2025,Entry Level,Full-Time,Consultant,89000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Consultant,70000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Associate,122000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Associate,94000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,305000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,244000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,240000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,130000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,216000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,147000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,95684,Netherlands,On-site,Netherlands,M
2025,Mid Level,Full-Time,Data Engineer,63637,Netherlands,On-site,Netherlands,M
2025,Senior Level,Full-Time,AI Engineer,222750,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,148500,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,149600,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,108800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Reporting Specialist,90280,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Reporting Specialist,55520,United States,On-site,United States,M
2025,Mid Level,Full-Time,Business Intelligence Engineer,132700,United States,Remote,United States,M
2025,Mid Level,Full-Time,Business Intelligence Engineer,73800,United States,Remote,United States,M
2025,Mid Level,Full-Time,BI Developer,93570,United States,Remote,United States,M
2025,Mid Level,Full-Time,BI Developer,61000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Director,296610,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,164780,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Manager,84810,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Manager,68354,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Machine Learning Scientist,274000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Scientist,147600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance,140000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance,70000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,156800,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,114000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Applied Scientist,342045,United States,On-site,United States,M
2025,Senior Level,Full-Time,Applied Scientist,201203,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Architect,95000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Architect,85000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Statistical Programmer,165600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Statistical Programmer,89000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Specialist,68000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Specialist,54000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,205875,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,137250,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,233500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,169800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Technical Architect,184700,United States,Remote,United States,M
2025,Senior Level,Full-Time,Technical Architect,138500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,269640,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,163420,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Engineer,166320,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Engineer,104080,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,90000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,75000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Cloud Engineer,215000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Cloud Engineer,135000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Analyst,153300,United States,On-site,United States,M
2025,Executive Level,Full-Time,Analyst,134000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Engineer,52000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Consultant,250377,United States,Remote,United States,M
2025,Senior Level,Full-Time,Consultant,139874,United States,Remote,United States,M
2025,Senior Level,Full-Time,Business Intelligence Analyst,183800,United States,Remote,United States,M
2025,Senior Level,Full-Time,Business Intelligence Analyst,110300,United States,Remote,United States,M
2025,Senior Level,Full-Time,Director,287300,United States,Remote,United States,M
2025,Senior Level,Full-Time,Director,160900,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,250377,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,139874,United States,Remote,United States,M
2025,Senior Level,Full-Time,Architect,323400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Architect,216750,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,223500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,119200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,228200,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,91300,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,230180,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,164415,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,231250,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,111000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,140200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,104600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,195700,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,142300,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,186600,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Scientist,124400,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Scientist,191869,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,125629,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,203000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,101000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,170000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Engineer,130000,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Data Specialist,103576,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Specialist,60927,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Architect,166810,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Architect,98124,United States,Remote,United States,M
2025,Senior Level,Full-Time,Solutions Architect,160050,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,105300,United States,On-site,United States,M
2025,Entry Level,Part-Time,Engineer,30000,United States,On-site,United States,M
2025,Entry Level,Part-Time,Engineer,24000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,164000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,82000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Applied Scientist,214000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Applied Scientist,134000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Automation Engineer,122200,United States,Remote,United States,M
2025,Mid Level,Full-Time,Automation Engineer,67600,United States,Remote,United States,M
2025,Mid Level,Full-Time,Analyst,95000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,85000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Consultant,237100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Consultant,111100,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineering Manager,258000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineering Manager,166000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,161700,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Scientist,117600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Tech Lead,142250,United States,Remote,United States,M
2025,Senior Level,Full-Time,Tech Lead,100000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Director,205000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,165000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Site Reliability Engineer,175000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Site Reliability Engineer,160000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,114000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Analyst,69000,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Engineer,127800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,104600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,108127,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,98297,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,130000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,110000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,166000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,87000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Solutions Architect,195378,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,144410,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,140600,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Analyst,93800,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Research Scientist,220000,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Research Scientist,159750,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Engineer,180000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,165000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,152109,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,103711,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Strategist,175700,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Strategist,106900,United States,Remote,United States,M
2025,Senior Level,Full-Time,Cloud Database Administrator,243100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Cloud Database Administrator,126300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,205000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,132000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Product Manager,139700,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Product Manager,106000,United States,On-site,United States,M
2025,Senior Level,Full-Time,MLOps Engineer,170886,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,MLOps Engineer,126582,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Manager,228000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,196000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,127000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Scientist,175000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Scientist,145000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,220500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,196000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,150000,United States,Remote,United States,M
