work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,Mid Level,Full-Time,Software Engineer,160000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,130000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,270400,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,145600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Principal Statistical Programmer,222300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Principal Statistical Programmer,119700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Business Intelligence Engineer,140000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Business Intelligence Engineer,110000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Product Owner,84177,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Product Owner,75759,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Machine Learning Engineer,223600,United States,On-site,United States,L
2025,Mid Level,Full-Time,Machine Learning Engineer,129300,United States,On-site,United States,L
2025,Senior Level,Full-Time,Machine Learning Engineer,151000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Manager,80000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Manager,73000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Manager,199680,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Manager,122304,United States,On-site,United States,M
2025,Senior Level,Full-Time,Consultant,141000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Consultant,72000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solution Architect,152000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Solution Architect,106000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,281000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,217000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,235000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,182000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,174000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,116000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,162600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,112100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,355000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,275000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,105000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,95000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Data Engineer,354500,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Engineer,226900,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,135000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Engineer,115000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Engineer,106000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,211750,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,154000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Engineer,267300,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Engineer,194000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,228000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,182000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,237000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,199000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Engineer,172800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,125700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,253000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,157600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,205500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,123300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,228800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,141400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Cloud Engineer,265000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Cloud Engineer,144000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,155000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analyst,135000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analyst,160000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,80000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,60000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,168750,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,107635,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,170000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,150000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,56842,Lithuania,On-site,Lithuania,M
2025,Mid Level,Full-Time,Data Analyst,27789,Lithuania,On-site,Lithuania,M
2025,Mid Level,Full-Time,Data Analyst,155038,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Analyst,90270,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analyst,56012,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Analyst,50411,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Analyst,80320,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,64256,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,129000,Canada,Remote,Canada,M
2025,Mid Level,Full-Time,Manager,69000,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Architect,120384,Argentina,Remote,Argentina,M
2025,Senior Level,Full-Time,Data Architect,90288,Argentina,Remote,Argentina,M
2025,Senior Level,Full-Time,Data Architect,376000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Architect,155500,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,252000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,168000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,225000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,99000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,148000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Research Scientist,204620,United States,On-site,United States,L
2025,Entry Level,Full-Time,Research Scientist,130760,United States,On-site,United States,L
2025,Senior Level,Full-Time,Solutions Architect,260000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Solutions Architect,190000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Associate,67000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Operations Specialist,60000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Operations Specialist,52000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,180000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Manager,120000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Development Engineer,223600,United States,On-site,United States,L
2025,Mid Level,Full-Time,Software Development Engineer,129300,United States,On-site,United States,L
2025,Executive Level,Full-Time,Engineer,330075,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,255900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,254000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,165615,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,140385,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,189600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,90300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,154800,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Scientist,82800,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Scientist,334600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,192200,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Specialist,77050,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Specialist,56950,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,257000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,112800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Systems Engineer,198000,Germany,On-site,Germany,M
2025,Senior Level,Full-Time,Systems Engineer,86800,Germany,On-site,Germany,M
2025,Mid Level,Full-Time,Software Engineer,250000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,200000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analytics Engineer,159000,Canada,Remote,Canada,M
2025,Mid Level,Full-Time,Analytics Engineer,109000,Canada,Remote,Canada,M
2025,Mid Level,Full-Time,Analytics Engineer,190000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Analytics Engineer,124000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Software Engineer,303100,United States,Remote,United States,M
2025,Executive Level,Full-Time,Software Engineer,206000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Product Owner,56636,Austria,On-site,Austria,M
2025,Entry Level,Full-Time,Product Owner,56633,Austria,On-site,Austria,M
2025,Mid Level,Full-Time,Associate,203000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,167540,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,99000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,285230,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,162375,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,145000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,125000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Database Administrator,160512,United States,Remote,United States,M
2025,Mid Level,Full-Time,Database Administrator,140448,United States,Remote,United States,M
2025,Senior Level,Full-Time,Commercial Counsel,320000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Commercial Counsel,265000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Designer,225000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Designer,180000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,47840,United States,On-site,United States,L
2025,Mid Level,Full-Time,Associate,43680,United States,On-site,United States,L
2025,Mid Level,Full-Time,Analyst,149200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,72700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,158150,United States,Remote,United States,M
2025,Senior Level,Full-Time,Solutions Architect,113000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Architect,212800,United States,On-site,United States,L
2025,Senior Level,Full-Time,Architect,129800,United States,On-site,United States,L
2025,Senior Level,Full-Time,Solutions Architect,158150,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,113000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,192300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,137400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,114300,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Engineer,93500,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Product Manager,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,160000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Research Scientist,195200,United States,On-site,United States,L
2025,Senior Level,Full-Time,Research Scientist,113000,United States,On-site,United States,L
2025,Mid Level,Full-Time,Software Engineer,130800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,87200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,251600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,120100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Director,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Director,160000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,165000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,105000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Analyst,195500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,100000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Designer,260000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Designer,208000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,100000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,80000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,165000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,112000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,226000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,141300,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,291000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Engineer,155000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,349000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,197000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Database Administrator,120000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Database Administrator,98000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Quantitative Researcher,225000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Quantitative Researcher,150000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,203112,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,114108,United States,On-site,United States,M
2025,Mid Level,Full-Time,Business Intelligence Analyst,132400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Business Intelligence Analyst,88300,United States,On-site,United States,M
2025,Mid Level,Full-Time,Business Intelligence Analyst,124890,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Business Intelligence Analyst,92310,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Business Intelligence Analyst,124890,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Business Intelligence Analyst,92310,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Software Engineer,252000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,168000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,175950,United States,On-site,United States,M
2025,Entry Level,Full-Time,Solution Engineer,100000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Solution Engineer,90000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Quality Analyst,139000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Quality Analyst,107000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,265800,India,Remote,India,M
2025,Senior Level,Full-Time,Machine Learning Engineer,165500,India,Remote,India,M
2025,Mid Level,Full-Time,Machine Learning Engineer,155000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Engineer,300000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,145389,Australia,On-site,Australia,M
2025,Mid Level,Full-Time,Data Engineer,127565,Australia,On-site,Australia,M
2025,Mid Level,Full-Time,Data Engineer,33684,Spain,On-site,Spain,M
2025,Mid Level,Full-Time,Data Engineer,29473,Spain,On-site,Spain,M
2025,Senior Level,Full-Time,Data Engineer,200000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,160000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,161344,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Engineer,117341,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,145389,Australia,On-site,Australia,M
2025,Senior Level,Full-Time,Data Engineer,127565,Australia,On-site,Australia,M
2025,Mid Level,Full-Time,Data Manager,69000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Manager,59000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Solution Engineer,177600,Canada,On-site,Canada,M
2025,Entry Level,Full-Time,Solution Engineer,69600,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Lead,200300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Lead,170255,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Specialist,69620,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Specialist,47600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,252900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,133100,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,52370,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Analyst,43481,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Architect,142665,Australia,On-site,Australia,M
2025,Senior Level,Full-Time,Data Architect,129464,Australia,On-site,Australia,M
2025,Mid Level,Full-Time,Data Scientist,132849,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,119752,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,240000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,165000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Developer,260600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Developer,144800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Statistician,102000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Statistician,95000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Research Scientist,314900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Research Scientist,186400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,109000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,69240,United States,On-site,United States,M
2025,Mid Level,Full-Time,Systems Engineer,300000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Systems Engineer,150000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Software Engineer,250000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Software Engineer,150000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,195000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,175000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,293800,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,176300,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,300000,India,On-site,India,M
2025,Mid Level,Full-Time,Engineer,100000,India,On-site,India,M
2025,Senior Level,Full-Time,Analyst,109813,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,65888,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,252000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,138000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Architect,143100,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Architect,110100,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,165000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Analyst,44303,United Kingdom,On-site,United Kingdom,M
2025,Entry Level,Full-Time,Data Analyst,34177,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Analyst,77500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analyst,104033,Netherlands,On-site,Netherlands,M
2025,Senior Level,Full-Time,Data Analyst,72821,Netherlands,On-site,Netherlands,M
2025,Mid Level,Full-Time,Data Governance Specialist,112400,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Governance Specialist,62400,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Engineer,31200,India,On-site,India,M
2025,Entry Level,Full-Time,Data Engineer,30000,India,On-site,India,M
2025,Senior Level,Full-Time,Machine Learning Engineer,291500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,169500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,168790,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,93770,United States,On-site,United States,M
2025,Senior Level,Full-Time,Postdoctoral Fellow,120000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Postdoctoral Fellow,110000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,145900,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,97200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Development Engineer,305000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Development Engineer,191000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,73844,Netherlands,On-site,Netherlands,M
2025,Mid Level,Full-Time,Data Scientist,51688,Netherlands,On-site,Netherlands,M
2025,Mid Level,Full-Time,Analyst,125000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,69265,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Analyst,61569,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Analyst,197375,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,118425,United States,On-site,United States,M
2025,Senior Level,Full-Time,Director,124200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Fellow,75564,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Fellow,62232,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,251600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,107100,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,251600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,107100,United States,On-site,United States,M
2025,Executive Level,Full-Time,Software Development Director,291800,United States,On-site,United States,M
2025,Executive Level,Full-Time,Software Development Director,122500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Member of Technical Staff,251600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Member of Technical Staff,96800,United States,On-site,United States,M
2025,Executive Level,Full-Time,Software Engineer,200000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Software Engineer,125000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,186800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,108900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Integration Lead,164000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Integration Lead,133000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,173000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,138000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Developer,134000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Developer,110000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Manager,119600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Manager,74000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Management,297329,United States,Remote,United States,M
2025,Executive Level,Full-Time,Data Management,198219,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Management,196000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Management,142000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,182850,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,113000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,159730,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,81650,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Architect,213480,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Architect,142320,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,106500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,57500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,126500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,93500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,148460,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,55000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,103500,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Analyst,56000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Analyst,149000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analyst,69230,United States,Remote,United States,M
2025,Executive Level,Full-Time,Director,261000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,156600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,149760,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,70000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,135400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,77400,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Scientist,180000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Scientist,125000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,98648,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,59786,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,48000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Lead,265800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Lead,120800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Manager,145900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Manager,85100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Specialist,187450,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Specialist,129200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,201400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,120800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Lead,265080,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Lead,176720,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Governance Analyst,110200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Governance Analyst,65600,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Governance,220272,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,239300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,206800,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Architect,250000,United States,Remote,United States,M
2025,Senior Level,Full-Time,AI Architect,124000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Head of Data,429000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Head of Data,354000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,105000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,55000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,148000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,87000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,201500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,108500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solution Architect,115225,United States,Remote,United States,M
2025,Senior Level,Full-Time,Solution Architect,83800,United States,Remote,United States,M
2025,Executive Level,Full-Time,Director,171000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,85000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Analyst,68000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,200000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analyst,150000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Engineer,311200,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,233000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,152250,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,116000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,116000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,67000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,260000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Director,189000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,124000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,221000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,161000,United States,On-site,United States,M
